user_id,interests,num_enrolled,num_rated,enrolled_course_indices,enrolled_course_names,ratings
julia_pro_486,global,18,8,3125|986|2787|704|1561|592|41|569|1455|512|66|862|2584|2392|2821|295|921|1720,"The Challenges of Global Health|International Marketing Entry and Execution|International Business II|Civic Engagement in American Democracy|An Introduction to Global Health|Geopolitics of Europe|Global Strategy I: How The Global Economy Works|Global Statistics - Composite Indices for International Comparisons|Espace mondial, a French vision of Global studies|Supply Chain Management: A Learning Perspective|Global Disease Masterclass: Global Disease Distribution|The Modern World, Part One: Global History from 1760 to 1910|Global Postharvest Loss Prevention: Fundamentals, Technologies, and Actors|Doing Business in Russia|Large Marine Ecosystems: Assessment and Management|Challenges of Agribusiness Management|Health Systems Development: A Focus on Health Service Delivery and Human Resources for Health|Economics of Money and Banking",1720:5|569:3|2787:5|592:4|295:5|2392:3|66:5|512:5
sofia_io_487,databases,13,6,387|3198|3390|1379|3234|548|278|2710|2976|3028|1273|2892|1731,Bioinformatic Methods I|AWS Fundamentals: Migrating to the Cloud|Database Design with SQL Server Management Studio (SSMS)|Databases and SQL for Data Science|Data in Database|Python Programming: A Concise Introduction|Microservices with Spring Boot|Big Data Modeling and Management Systems|Understanding Terrorism and the Terrorist Threat|Designing data-intensive applications|Create Fault Tolerant MongoDB Cluster|Manipulating Data with SQL|Advanced Relational Database and SQL,278:4|3028:5|1731:3|2892:4|3234:5|2976:4
hank_labs_488,totient|medical|business-essentials,8,3,1958|2760|328|2157|637|121|182|3116,Modern JavaScript: ES6 Basics|MRI Fundamentals|Conflict Resolution Skills|Mathematics for economists|Organ Donation: From Death to Life|Managing Employee Performance|The Finite Element Method for Problems in Physics|Equivalent Circuit Cell Model Simulation,2157:5|328:5|1958:5
tom_dev_489,planning|innovation,9,6,374|1964|304|3069|2972|1131|1043|1997|3412,Innovation & Entrepreneurship - From Design Thinking to Funding|Municipal Solid Waste Management in Developing Countries|Startups in open innovation|Building a Hiring Plan by Analyzing Past Data in Sheets|Innovative Governance of Large Urban Systems|Digital Product Management: Modern Fundamentals|Accounting for Business Decision Making: Strategy Assessment and Control|High Stakes Leadership: Leading in Times of Crisis|Planning for Climate Change in African Cities,1997:4|3069:4|1043:5|1131:5|1964:4|2972:4
rosa_labs_490,business-essentials,19,10,1683|2636|1946|1016|1817|3284|3423|3189|792|2697|1811|1810|191|1927|14|2986|2558|3150|3480,"Accounting, Business and Society:  The Multi-faceted Role of Accounting|Introduction to Public Speaking|Mastering Final Cut Pro|Inventory Analytics|Aspectos b�sicos de la planificaci�n y la gesti�n de proyectos|European Business Law: Understanding the Fundamentals|High-Impact Business Writing|Introduction to Learning Transfer and Life Long Learning (3L)|Giving Helpful Feedback|Excel Skills for Business: Essentials|Negotiation skills: Negotiate and resolve conflict|European Business Law: Competing in Europe|Taxation of Business Entities II: Pass-Through Entities|Effective Problem-Solving and Decision-Making|Grab Data Fast with Vertical and Horizontal LOOKUP|Project Management Project|Demand Analytics|Global Impact: Business Ethics|Successful Negotiation: Essential Strategies and Skills",3189:4|14:5|3423:3|792:4|1927:4|3480:4|2558:5|1817:5|1946:5|3150:3
vince_ai_491,experience|excel|human,14,10,1511|819|2098|2182|3191|2255|2568|605|2602|1813|2575|1570|1327|3178,"Supply Chain Planning|Spreadsheets for Beginners using Google Sheets|University Teaching|Excel Skills for Business: Intermediate I|Introduction to User Experience Principles and Processes|Intercultural Management|Tinkering Fundamentals: Motion and Mechanisms|Transmedia Storytelling: Narrative worlds, emerging technologies, and global audiences|From Disease to Genes and Back|Exploring Light: Hands-on Activities and Strategies for Teachers|Nursing Informatics Leaders|Web Design: Strategy and Information Architecture|Teach English Now! Second Language Listening, Speaking, and Pronunciation|Leading Innovation in Arts and Culture",1813:5|1327:5|2602:4|2098:4|605:4|1570:4|1511:5|819:5|3178:4|2575:5
rosa_xyz_492,personal,16,8,1174|593|2869|832|1279|3040|2586|291|3335|2653|165|2469|631|3448|3170|827,Job Success: Get Hired or Promoted in 3 Steps|Acing the Product Management Interview|Introduction and Programming with IoT Boards|Finance for Everyone: Decisions|How to Get Skilled: Introduction to Individual Skills Management (Project-Centered Course)|Forecasting Skills: See the Future Before it Happens|Creating a Personal Site with Gatsby|Designing Your Personal Weight Loss Plan|Music Business Foundations|Strategic Career Self-Management|Teaching Impacts of Technology: Global Society|How To Land the Job You Want (Capstone Project)|Capstone: Create your own professional journalistic portfolio|Finance for Startups|Russian company law. Company management|Networking and Volunteerism for Career Success,291:4|2586:5|3335:4|1174:4|2469:5|593:3|165:5|2869:5
cam_biz_493,solving,16,7,16|2185|930|1926|89|305|402|1443|2526|2164|1333|894|3087|2342|1697|2013,Python Programming Essentials|Analysing Complexity|Principles of Computing (Part 1)|Effective Problem-Solving and Decision-Making|Problem Solving Using Computational Thinking|Python Data Structures|Troubleshooting and Debugging Techniques|Creative Thinking: Techniques and Tools for Success|Evaluating Problems|Creative Problem Solving|Planning a Patient Safety or Quality Improvement Project (Patient Safety III)|Getting Started with Blazor WASM|Problem-Solving Skills for University Success|Java Programming: Solving Problems with Software|Introduction to Engineering Mechanics|DevOps Culture and Mindset,2526:3|3087:5|2164:5|2013:5|894:3|1333:3|1926:5
noah_labs_494,human|strategy,13,6,1|3485|3257|3278|1634|2641|2161|2392|2146|3010|666|608|578,"Business Strategy: Business Model Canvas Analysis with Miro|Sit Less, Get Active|Create Online Employee Onboarding Course with Eduflow|Diversity and inclusion in the workplace|ELL Success in the Content Classroom: Capstone Project|Guided Tour of Machine Learning in Finance|Foundations of Teaching for Learning: Curriculum|Doing Business in Russia|Setting the Stage for Success: An Eye on Safety Culture and Teamwork (Patient Safety II)|Capstone Value Creation through Innovation|Humanitarian communication : Addressing key challenges|Autism Spectrum Disorder|Coaching Practices",1:3|608:4|3257:5|3278:4|3010:3|2146:3
vince_edu_495,personal|economy,18,7,110|927|2092|2000|1013|2158|3335|3310|2054|631|739|2586|1326|2683|2969|2512|2541|3320,Understanding the Australian economy: An introduction to macroeconomic and financial policies|Innovation Career Lessons from a Master|Cultural and creative industries|The Arts and Science of Relationships: Understanding Human Needs|A Circular Economy of Metals: Towards a Sustainable Societal Metabolism|Climate Change Mitigation in Developing Countries|Music Business Foundations|Constitutional Struggles in the Muslim World|Think Again II: How to Reason Deductively|Capstone: Create your own professional journalistic portfolio|Israel State and Society|Creating a Personal Site with Gatsby|Structuring Values in Modern China|After the Arab Spring � Democratic Aspirations and State Failure|Personal & Family Financial Planning|Foundations for Interviewing with Confidence|Logic for Economists|Chinese Politics Part 1 � China and Political Science,2158:4|3335:5|2092:4|2512:5|2541:5|927:5|2683:5
luna_xyz_496,music|conversant,11,5,3511|935|686|1461|3325|2348|3321|715|2039|1210|2953,Visual Perception and Visual Illusions|A tecnologia da produ��o musical|Sequence Models|The Future of Payment Technologies|Google Cloud Platform Fundamentals: Core Infrastructure|Foundations of Everyday Leadership|Machine Learning Foundations: A Case Study Approach|Guitar Performance Techniques|Python for Data Science and AI|Compose and Program Music in Python using Earsketch|Classics of Chinese Humanities: Guided Readings,2039:5|715:5|935:4|2953:5|3321:5
hank_io_497,mathematical|decision,9,6,3120|1459|662|449|2237|1625|3269|3116|1447,Serving Tensorflow Models with a REST API|Fashion E-Commerce in XD|Developing FPGA-accelerated cloud applications with SDAccel: Theory|Hyperparameter Tuning with Neural Network Intelligence|Fundamentals of Organization|Addressing Large Hadron Collider Challenges by Machine Learning|Value Chain Management Capstone|Equivalent Circuit Cell Model Simulation|EU policy and implementation: making Europe work!,1447:4|1459:5|3116:4|2237:4|1625:3|3120:4
bella_hub_498,system,7,4,3374|2645|366|2826|2585|2798|2970,Introduction to Blockchain for Financial Services|Mobile VR App Development with Unity|Linux Tools for Developers|Accounting Data Analytics with Python|Introductory Human Physiology|Using clinical health data for better healthcare|Support Vector Machine Classification in Python,3374:4|2798:4|366:5|2826:3
xiao_dev_499,behavior,5,3,905|1953|2447|2418|2667,"Communicating Climate Change and Health|Finding Purpose and Meaning In Life: Living for What Matters Most|Conversations That Inspire: Coaching Learning, Leadership and Change|Introduction to Psychology|Population Health: Governance",2667:5|905:4|2418:5
cam_io_500,deep|design|natural,9,4,647|2589|682|1280|2249|1503|1949|2977|3264,"Transfer Learning for Food Classification|Data Visualization with Python|Intermediate Object-Oriented Programming for Unity Games|Factorial and Fractional Factorial Designs|Career planning: Your career, your life|Data Structures and Design Patterns for Game Developers|Innovation and emerging technology: Be disruptive|Risk in Modern Society|Introduction to Imagemaking",2249:5|3264:3|2589:5|647:5
sam_hub_501,database|engineering|information-technology,14,5,904|3157|1387|87|559|2721|2893|85|915|2826|2892|43|2136|1080,"Git + GitHub for Open Source Collaboration|Transmission electron microscopy for materials science|Quantitative Model Checking|Build Random Forests in R with Azure ML Studio|Averaged-Switch Modeling and Simulation|Pro Tools Basics|Dense Gases, Liquids and Solids|Create a Database with the Modeling Tool in MySQL Workbench|Make Your Pick-Ups Look Cool in Unity (Intro to Animation 1)|Accounting Data Analytics with Python|Manipulating Data with SQL|Introduction to Cybersecurity Tools & Cyber Attacks|Simple Retrieval Queries in MySQL Workbench|Programming a Quantum Computer with Qiskit - IBM SDK",2892:5|559:3|87:5|2893:4|2721:3
yuki_xyz_502,cloud,13,7,456|720|3352|860|2077|858|3346|2193|1377|27|505|1955|2078,Optimizing Your Google Cloud Platform (GCP) Costs|Elastic Google Cloud Infrastructure: Scaling and Automation|Cloud Computing Security|Essential Google Cloud Infrastructure: Core Services|Getting Started with AI using IBM Watson|Teaching Impacts of Technology: Workplace of the Future|AWS Fundamentals: Addressing Security Risk|Systems and Application Security|Reliable Google Cloud Infrastructure: Design and Process|AWS Elastic Beanstalk: Build & Deploy a Node.js RESTful API|On Premises Installation and Fundamentals with Google Cloud's Apigee API Platform|Machine Learning for Business Professionals|Getting Started with AI using IBM Watson,860:4|3346:5|27:5|505:5|1377:5|2193:5|2077:5
iris_ml_503,analytics,17,10,2710|968|2357|3172|1515|1860|1016|918|1544|152|349|405|1495|2909|632|317|283,Big Data Modeling and Management Systems|Strategic Planning and Execution|Innovation: From Creativity to Entrepreneurship Capstone|API Development on Google Cloud's Apigee API Platform|Machine Learning: Create a Neural Network that Predicts whether an Image is a Car or Airplane.|Create a Financial Statement using Google Sheets|Inventory Analytics|Stock Analysis:  Create a Buy Signal Filter using R and the Quantmod Package|Foundations for Big Data Analysis with SQL|Marketing Analytics Capstone Project|Introduction to Big Data|Data Visualization and Communication with Tableau|Data Analysis and Interpretation Capstone|Applying Data Analytics in Marketing|Foundations of marketing analytics|Create Charts and Dashboard using Google Sheets|Hands-on Text Mining and Analytics,918:4|1016:5|317:3|405:4|1495:5|3172:5|1544:5|968:5|632:5|1515:4
tara_biz_504,general,9,6,2880|3060|376|2241|2649|772|233|3136|417,"Explore stock prices with Spark SQL|Regression Models|Introduction to Probability and Data with R|Mastering Data Analysis in Excel|Basic Data Descriptors, Statistical Distributions, and Application to Business Decisions|Plots (Graphics) for Data Science|Reproducible Research|Introduction to Statistics & Data Analysis in Public Health|Recommender Systems Capstone",233:5|2649:4|772:4|2241:5|3060:4|376:5
vince_ai_505,strategic|type,11,7,8|3149|1991|3444|305|1423|1314|2857|511|2038|2278,The Roles and Responsibilities of Nonprofit Boards of Directors within the Governance Process|Simple Nearest Neighbors Regression and Classification|Managing the Company of the Future|Leadership in 21st Century Organizations|Python Data Structures|Learn to Code using C# on VS Code|US Social Services Compared|Java Primitive Types to Calculate Expenses|Create Power-Ups and Obstacles with C# in Unity|Keeping up with Change: Issues for the Finance Professional|Strategic management: Be competitive,1423:5|3444:3|511:5|1991:5|1314:5|2857:4|2278:4
omar_dev_506,evaluation|ordered,16,10,154|3019|1740|1292|1125|2889|176|115|2641|589|2639|2436|1930|614|998|46,"Musicianship: Tensions, Harmonic Function, and Modal Interchange|Mandarin Chinese 3: Chinese for Beginners|iPad Music Player in XD|Introduction to Architecting Smart IoT Devices|Evaluating the Quality of Healthcare Delivery|Two Speed IT: How Companies Can Surf the Digital Wave, a BCG Perspective|Palo Alto Networks Cybersecurity Essentials II|Exception Handling in Python|Guided Tour of Machine Learning in Finance|Fundamentals of Operations, with Goldman Sachs 10,000 Women|Medical Diagnosis using Support Vector Machines|Data Mining Project|Programming Languages, Part B|Writing in English at University|Measuring the Success of a Patient Safety or Quality Improvement Project (Patient Safety VI)|Foundations of Objective-C App Development",176:4|1292:4|589:4|3019:5|2639:5|2436:5|998:5|115:5|614:5|1930:5
xiao_ai_507,modeling|culture,5,3,2092|2490|2522|2139|2143,Cultural and creative industries|Data Analysis with Python|Regression Modeling in Practice|Basic Recommender Systems|AI Workflow: Enterprise Model Deployment,2522:5|2139:5|2092:5
alice_edu_508,relative|theory|physics,14,6,612|1426|2050|2764|390|1391|1373|1648|2097|1080|2878|2618|3171|2856,"Computational Neuroscience|Assessment and Teaching of 21st Century Skills|Summary Statistics in Public Health|Infonomics I: Business Information Economics and Data Monetization|Understanding China, 1700-2000: A Data Analytic Approach, Part 2|Computer Vision Basics|Create Your First Application with Java Using Networking|Creative Programming for Digital Media & Mobile Apps|Welcome to Game Theory|Programming a Quantum Computer with Qiskit - IBM SDK|BMC and Start-up Funding for Early-Stage Start-ups|Animation for Game Development Using PyGame|Number Theory and Cryptography|Outbreaks and Epidemics",390:4|2764:3|3171:3|1373:5|2097:4|1648:5
kate_edu_509,architecture|performance|market,19,14,2796|2933|886|1057|2271|2300|2751|2176|792|2423|3409|3450|1034|2188|979|1856|2129|648|3312,"The Power of Microeconomics: Economic Principles in the Real World|Fundamentals of Sales and Marketing, with Goldman Sachs 10,000 Women|The Economics of Agro-Food Value Chains|Embedded Software and Hardware Architecture|Moving to the Cloud|Performance Assessment in the Virtual Classroom|Identifying Patient Populations|Save, Load and Export Models with Keras|Giving Helpful Feedback|Blockchain and Cryptocurrency Explained|Positioning: What you need for a successful Marketing Strategy|Networking and Security Architecture with VMware NSX|Understanding Financial Markets|Human Resources Management Capstone: HR for People Managers|Reliable Google Cloud Infrastructure: Design and Process|Modeling and Debugging Embedded Systems|Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course)|Social Marketing Capstone Project|Advanced Trading Algorithms",2188:4|3312:4|2933:5|1057:5|2129:5|3450:4|886:5|2751:3|2796:5|3409:4|1856:5|2423:5|2271:4|979:4
dave_labs_510,game|social|google,20,11,1186|1534|2425|1946|2643|3481|803|2913|2154|2341|707|2942|1493|19|1448|1242|2597|3026|2925|696,"Understanding the Music Business: What is Music Worth?|Foundations of Public Health Practice: The Public Health Toolkit|Unleashing the Impact of your Social Enterprise|Mastering Final Cut Pro|Foundations of Health Equity Research|Transmedia Writing|Understanding Your Google Cloud Platform (GCP) Costs|Google Cloud Product Fundamentals|GIS, Mapping, and Spatial Analysis Capstone|Corporate Strategy|The Social Context of Mental Health and Illness|Set up Google Analytics for a single page website|Blended Language Learning: Design and Practice for Teachers|Recommendation Systems with TensorFlow on GCP|Architecting with Google Kubernetes Engine: Foundations|Essential Google Cloud Infrastructure: Core Services|Mathematical Game Theory|Games without Chance: Combinatorial Game Theory|Schizophrenia|Expanding SEL",3026:3|2597:5|2643:4|19:5|1534:5|1946:3|1448:4|707:5|3481:5|2341:5|1242:4
leo_dev_511,music|experience|environmental-science-and-sustainability,18,11,835|1778|2047|2993|1629|1505|3203|2549|1847|1367|1229|3206|2831|1636|3313|3102|2516|256,"Solar Energy Systems Overview|User Experience: Research & Prototyping|Singing Popular Music|Introduction to Augmented Reality and ARCore|Write Your First Novel|Introduction to GIS Mapping|Marketing analytics: Know your customers|Site Reliability Engineering: Measuring and Managing Reliability|Exploring Beethoven�s Piano Sonatas Part 2|Information Design|UX Design Fundamentals|Creativity, Innovation and Transformation|Spatial Analysis and Satellite Imagery in a GIS|Product  and Service Development: Empathy  Mapping with Miro|Web Design: Wireframes to Prototypes|HI-FIVE: Health Informatics For Innovation, Value & Enrichment (Social/Peer Perspective)|UI Design Capstone|The Art of Music Production",3203:5|1505:5|256:3|1778:5|2047:3|2831:5|2993:4|1629:5|1636:4|3102:4|1847:5
penny_hub_512,medical,12,7,3279|1112|1825|2345|222|369|1909|3507|1628|1314|637|2968,Being a researcher (in Information Science and Technology)|Clinical Terminology for International and U.S. Students|Medical Technology and Evaluation|Principles of fMRI 2|Technical Writing|Career 911: Your Future Job in Medicine and Healthcare|Michigan Sport-Related Concussion Training Certification|Healthy Aging and the Future of Cannabis Research|Medical Applications of Particle Accelerators (NPAP MOOC)|US Social Services Compared|Organ Donation: From Death to Life|AIDS: Fear and Hope,1628:3|3279:3|222:5|637:5|369:4|2345:5|3507:5
jack_labs_513,chart|user|strategic,13,8,47|1991|2878|1223|1864|2758|3251|2277|1890|1570|2542|2148|8,Programming Mobile Applications for Android Handheld Systems: Part 2|Managing the Company of the Future|BMC and Start-up Funding for Early-Stage Start-ups|Competitive Strategy|Foundations of Business Strategy|Build an E-commerce Dashboard with Figma|Starting GUI Programming with JavaFX|Developing Android Apps with App Inventor|Managing G Suite|Web Design: Strategy and Information Architecture|Machine Learning:  Predict Poisonous Mushrooms using a Random Forest Model and the FFTrees Package in R|Research for Impact|The Roles and Responsibilities of Nonprofit Boards of Directors within the Governance Process,8:5|3251:5|1991:4|2878:4|1223:4|2758:5|1864:4|1570:5
tara_io_514,personal|data,10,4,1649|2764|4|18|1927|3491|1325|3368|2253|186,Data Visualization in Google Slides|Infonomics I: Business Information Economics and Data Monetization|Retrieve Data using Single-Table SQL Queries|Parallel programming|Effective Problem-Solving and Decision-Making|Applied Data Science Capstone|Business Metrics for Data-Driven Companies|Image Compression with K-Means Clustering|Essential Design Principles for Tableau|Complex Retrieval Queries in MySQL Workbench,1325:3|2253:4|18:5|1649:5
bob_dev_515,relative,13,9,1586|2225|2958|2443|2603|2010|3268|550|2349|1808|2655|2390|115,G Suite Security|Career Options: Exploring a New Career|Presentation skills: Designing Presentation Slides|Introduction to Particle Accelerators (NPAP MOOC)|Introduction into General Theory of Relativity|Chinese Culture and Contemporary China|Business Applications of Hypothesis Testing and Confidence Interval Estimation|Performing Data Definition and Manipulation in SQL|Real-Time Embedded Systems Theory and Analysis|Accounting for Decision Making|The Technology of Music Production|Service Transformed: Lessons in U.S. Veteran Centered Care|Exception Handling in Python,550:4|2655:4|3268:4|2958:5|1586:4|2010:3|2225:5|115:5|1808:5
xiao_labs_516,function|platforms|system,7,5,1404|1669|980|3420|3234|1559|942,"C++ For C Programmers, Part B|Java Classes and Objects|Using TensorFlow with Amazon Sagemaker|Japanese for beginners 1|Data in Database|Create Your First Game with Python|Enterprise System Management and Security",1404:3|1669:5|3234:5|942:4|1559:5
mia_edu_517,(economics)|strategy,16,7,1937|2546|591|925|3087|279|1205|1335|2278|3239|29|594|450|1783|2314|1469,"The Power of Markets II: Market Structure and Firm Behavior|Supply Chain Management Strategy|Management of Fashion and Luxury Companies|Strategic Sales Management Final Project|Problem-Solving Skills for University Success|Lecture Series for Preventing and Controlling COVID-19|Marketing in an Analog World|Digital Transformation of Financial Services - Capstone Project|Strategic management: Be competitive|Design-Led Strategy: Design thinking for business strategy and entrepreneurship|Poverty & Population: How Demographics Shape Policy|Living with Dementia: Impact on Individuals, Caregivers, Communities and Societies|Reinforcement Learning for Trading Strategies|More on Change and Sustainability|Blockchain Opportunity Analysis|Strategic Self-Marketing and Personal Branding",450:5|2546:4|925:4|1469:5|1205:5|1783:4|2278:4
cam_ml_518,strategic|entrepreneurship|application,10,5,2341|3098|2168|2386|3334|3010|2040|3146|2933|1268,"Corporate Strategy|Application Systems Programming|AR (Augmented Reality) & Video Streaming Services Emerging Technologies|Building Modern Python Applications on AWS|Innovation Through Design: Think, Make, Break, Repeat|Capstone Value Creation through Innovation|Developing Data Products|What�s Your Big Idea?|Fundamentals of Sales and Marketing, with Goldman Sachs 10,000 Women|Communication Strategies for a Virtual Age",2341:4|2386:3|3146:4|3098:3|3010:3
diana_hub_519,platform|algorithms|euler's,10,6,1411|2228|1093|3363|1193|2440|205|1391|414|525,"Automated Reasoning: satisfiability|Introduction to Trading, Machine Learning & GCP|Geometric Algorithms|Introduction to numerical analysis|Improving Deep Neural Networks: Hyperparameter tuning, Regularization and Optimization|Introduction to Blockchain: Evolution and Technology Concepts|Data-driven Astronomy|Computer Vision Basics|Preparing for the Google Cloud Professional Cloud Architect Exam|Create a Memory Puzzle Game in Python Using Pygame",205:4|1093:5|2440:5|1391:4|3363:5|1193:4
hank_io_520,strategic,15,8,1076|2428|2398|6|1257|3444|119|3411|1437|996|1639|1037|1268|2138|2278,Strategy and Sustainability|Business Implications of AI: Full course|Strategic Leadership and Management Capstone|Doing Business in China Capstone|Fundamentals of Global Energy Business|Leadership in 21st Century Organizations|Managing Big Data with MySQL|Introduction to Negotiation: A Strategic Playbook for Becoming a Principled and Persuasive Negotiator|Business Strategies for Emerging Markets|Innovation Strategy: Developing Your Fintech strategy|Global Strategy II: Doing Business in The Global Economy|Oral Communication for Engineering Leaders|Communication Strategies for a Virtual Age|Impact from Digital Transformation: Full course|Strategic management: Be competitive,2278:5|119:1|1437:5|2398:4|1076:5|3444:4|1639:4|2138:5
sofia_ai_521,behavior,8,5,221|921|428|1982|2447|995|3207|3514,"Professional Responsibility and Ethics for Accountants|Health Systems Development: A Focus on Health Service Delivery and Human Resources for Health|Introduction to Human Behavioral Genetics|Introduction to Genetics and Evolution|Conversations That Inspire: Coaching Learning, Leadership and Change|The Horse Course: Introduction to Basic Care and Management|Social Psychology|The Importance and Power of Music in our Society",428:5|221:5|2447:5|921:5|3514:5
ivan_pro_522,optimization,5,3,2143|3147|537|208|1460,AI Workflow: Enterprise Model Deployment|Motion Planning for Self-Driving Cars|Building Modern Java Applications on AWS|Achieving Advanced Insights with BigQuery|Bayesian Methods for Machine Learning,3147:5|208:5|537:5
sam_biz_523,grammar|teaching,7,4,59|242|292|1912|1020|1965|3473,"Foundations of Teaching for Learning: Introduction|Strategies for Teaching Perfect Tenses and Modals|Advanced Writing|Teach English Now! Second Language Reading, Writing, and Grammar|Teacher SEL: Programs, Possibilities, and Contexts|Tricky English Grammar|Noun Clauses and Conditionals",3473:4|59:4|1912:5|1965:4
yuki_hub_524,presentation,19,10,810|2506|10|1545|104|2671|1268|2040|3145|1940|351|3311|1141|1860|2521|764|729|2041|2810,Speaking to inform:  Discussing complex ideas with clear explanations and dynamic slides|Capstone Course: Start Up Your Fintech Future|Agile Projects:  Developing Tasks with Taiga|Using Covid-19 Data to Make Supply Chain Logistics Decisions in Spreadsheets|Business Writing|Command Line Tools for Genomic Data Science|Communication Strategies for a Virtual Age|Developing Data Products|Create Training Videos with Powtoon|(Non) Status quo Attitudes with NetLogo|Leading People and Teams Capstone|Agile Projects: Defining Epics and Mapping Value with Taiga|Business English: Final Project|Create a Financial Statement using Google Sheets|TensorFlow for AI: Neural Network Representation|Create Custom Layers in Keras|English for Effective Business Speaking|Developing Data Products|Presentation skills: Speechwriting and Storytelling,2810:3|1268:5|764:3|2506:5|1141:4|351:5|3145:5|2671:5|1860:5|2521:4
yuki_labs_525,html|networks|memory,5,2,403|580|2151|1717|1347,"Classify Radio Signals from Space using Keras|Element, Class, and ID Selectors in CSS|Using JavaScript, JQuery, and JSON in Django|Create a Visual Schedule with Google Slides|Getting Started with ProfitBooks",2151:4|1347:4
hana_labs_526,visualization|information,16,8,2811|3218|2764|1134|977|2040|1757|3387|1707|660|1505|1526|65|2332|2898|129,"Analyze Box Office Data with Seaborn and Python|Fundamentals of GIS|Infonomics I: Business Information Economics and Data Monetization|Identifying, Monitoring, and Analyzing Risk and Incident Response and Recovery|Performing Data Aggregation using SQL Aggregate Functions|Developing Data Products|Exploratory Data Analysis with Seaborn|Managing Cybersecurity Incidents and Disasters|Software Architecture for the Internet of Things|Information Visualization: Applied Perception|Introduction to GIS Mapping|Cyber Threat Intelligence|Introduction to Recommender Systems:  Non-Personalized and Content-Based|Creating New BigQuery Datasets and Visualizing Insights|Business Analytics Executive Overview|Security and Privacy for Big Data - Part 1",1505:4|2764:5|1707:4|65:5|2040:4|3387:5|2898:4|1526:5
sofia_ai_527,model,17,8,314|825|529|430|2497|2298|2382|492|1319|2056|2340|2467|2316|1271|2273|2049|1222,Patenting in Biotechnology|Fundamentals of Network Communication|Practical Time Series Analysis|Healthcare Data Models|Build NLP pipelines using scikit-learn|Sustainable Fashion|Principles of fMRI 1|Building an Ecosystem model with Insight Maker|Innovating with the Business Model Canvas|Data Analysis with Python|Fitting Statistical Models to Data with Python|Predict Performance Using MA Forecasting in Google Sheets|The entrepreneur's guide for beginners|Access Controls|Introduction to Ordinary Differential Equations|Identifying Security Vulnerabilities|Strategic Innovation: Building and Sustaining Innovative Organizations,430:4|529:4|2273:5|1271:4|825:4|492:5|2056:3|2467:4
zara_pro_528,thinking,15,8,1239|2185|1106|654|1987|117|2279|397|2046|2330|2881|3413|3152|1176|1005,"Cracking the Creativity Code: Discovering Ideas|Analysing Complexity|How Things Work: An Introduction to Physics|Fundamentals of Graphic Design|Developing a Systems Mindset|Information & Digital Literacy for University Success|Understanding Research Methods|Converting Challenges into Opportunities|Design Thinking for Innovation|Disability Awareness and Support|Design Thinking for the Greater Good: Innovation in the Social Sector|Creating Innovation|The Kennedy Half Century|Global Diplomacy: the United Nations in the World|Ready, Set, Future! Introduction to Futures Thinking",1176:4|117:5|1239:3|3152:5|2330:4|1987:4|1106:5|2185:5
tom_xyz_529,chain|(computer|machine,20,11,2071|2542|2684|2274|427|1803|2960|2985|3041|1837|1452|615|2750|2355|1918|246|2621|1639|1994|1467,"Introduction to XR: VR, AR, and MR Foundations|Machine Learning:  Predict Poisonous Mushrooms using a Random Forest Model and the FFTrees Package in R|Structured Query Language (SQL) using SAS|Introduction to Topic Modeling for Business|Scaling Operations: Linking Strategy and Execution|Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning|Applied Social Network Analysis in Python|3D Interactions and Navigation|Foundations of Data Science: K-Means Clustering in Python|Convolutions for Text Classification with Keras|Configuration Management and the Cloud|Structuring Machine Learning Projects|Introduction to Java Programming: Java Fundamental Concepts|A Crash Course in Data Science|Methods for Solving Problems|Design Patterns|Unsupervised Machine Learning for Customer Market Segmentation|Global Strategy II: Doing Business in The Global Economy|AI For Medical Treatment|Machine Learning with H2O Flow",2542:4|1452:4|2621:4|2355:5|1918:5|3041:5|2985:4|427:5|2750:5|2684:5|1994:4
uma_xyz_530,history|video,8,6,511|50|1450|1389|2774|698|1047|77,Create Power-Ups and Obstacles with C# in Unity|Integrating Scripts for Scene Interactions|The Music of the Beatles|C# Programming for Unity Game Development Capstone Project|Music Production Capstone|Art & Ideas: Teaching with Themes|Exploring Beethoven's Piano Sonatas Part 4|Genetics and Society: A Course for Educators,511:5|77:5|1047:5|50:3|1450:4|2774:5
hank_ai_531,development|security,15,9,900|50|979|362|1218|783|3089|3447|306|3352|164|507|540|1735|3024,"Music and Social Action|Integrating Scripts for Scene Interactions|Reliable Google Cloud Infrastructure: Design and Process|Precision Medicine|Create a Python Application using MySQL|Teamwork Skills: Communicating Effectively in Groups|Creating Cutscenes in Unity|Identifying Security Vulnerabilities in C/C++Programming|Blockchain, Cryptoassets, and Decentralized Finance|Cloud Computing Security|Web Application Development with JavaScript and MongoDB|Cybersecurity and Mobility|Introduction to Cloud Identity|Advanced Styling with Responsive Design|Build a Data Science Web App with Streamlit and Python",3089:4|3024:5|3352:4|540:5|3447:5|979:3|164:3|362:4|306:5
